file_name,segment_id,gt_type,gt_color,bbox_x1,bbox_y1,bbox_x2,bbox_y2
00M52S_1678168852_40_jpg.rf.54afdbebac5dcb378eeed4c9b5d3c5d1.jpg,1678168852,sweatshirt,pink,0,299,833,610
00M52S_1678168852_42_jpg.rf.77d943c20d26b56aee92fcd204c8b596.jpg,1678168852,sweatshirt,pink,0,300,833,612
00M52S_1678168852_45_jpg.rf.e4c9af000cfa77a8c72dfca698a0939d.jpg,1678168852,sweatshirt,pink,0,303,838,609
00M52S_1678168852_49_jpg.rf.7af8c319cefa0fa5034972c31e90eef9.jpg,1678168852,sweatshirt,pink,0,139,710,613
00M52S_1678168852_50_jpg.rf.b47de7a1af2bf3d16a42db4f48aae7c0.jpg,1678168852,sweatshirt,pink,100,0,455,528
00M52S_1678168852_52_jpg.rf.910f4751f3ff2186bcb638f98d1e12b0.jpg,1678168852,sweatshirt,pink,152,0,757,246
00M52S_1678168852_53_jpg.rf.eda83db0adf1628ac3438950e49ea67c.jpg,1678168852,sweatshirt,pink,15,279,787,707
00M52S_1678168852_56_jpg.rf.5166e6bc9a176f48e91c19a99a8c287c.jpg,1678168852,sweatshirt,pink,288,301,761,577
00M52S_1678168852_6_jpg.rf.7aad7fb9baa6d60951982438cd704103.jpg,1678168852,sweatshirt,pink,0,274,743,578
00M52S_1678168852_8_jpg.rf.3a2c68f478e095c35f4b005ec8656972.jpg,1678168852,sweatshirt,pink,0,269,738,590
00M52S_1678168852_9_jpg.rf.3155138db664d0bedfe1ef573e3c4b78.jpg,1678168852,sweatshirt,pink,0,275,770,570
00M52S_1678172452_12_jpg.rf.85fab332bd381ecfb51b8decb505ddc4.jpg,1678172452,sweatshirt,brown,106,251,692,678
00M52S_1678172452_14_jpg.rf.7182c18199bdb586fb85b24872637536.jpg,1678172452,sweatshirt,brown,105,252,677,680
00M52S_1678172452_17_jpg.rf.54f9bd3954a2890577695544433b1da5.jpg,1678172452,sweatshirt,brown,15,313,765,719
00M52S_1678172452_19_jpg.rf.55739dd07cca9042d1eb9d94ecfc352b.jpg,1678172452,sweatshirt,brown,15,308,715,720
00M52S_1678172452_1_jpg.rf.fcc01b66f8e59889cc4774d7dd19fe5b.jpg,1678172452,sweatshirt,brown,0,288,728,597
00M52S_1678172452_20_jpg.rf.e7239e66d7e837c764d7ffac1cd5e573.jpg,1678172452,sweatshirt,brown,15,310,718,720
00M52S_1678172452_23_jpg.rf.ab5271234f3c3765611dff1bddf4e48e.jpg,1678172452,sweatshirt,brown,15,292,725,720
00M52S_1678172452_25_jpg.rf.d471a5c2b6e20be55e7299d3823a85fd.jpg,1678172452,sweatshirt,brown,20,55,730,616
00M52S_1678172452_28_jpg.rf.741a3ff33815618d52073896168ba894.jpg,1678172452,sweatshirt,brown,0,356,650,720
00M52S_1678172452_2_jpg.rf.b0e8c2a20c89d28703e83746a1855e13.jpg,1678172452,sweatshirt,brown,0,280,742,600
00M52S_1678172452_30_jpg.rf.c2d2d8e53eca6859039db424b42ce536.jpg,1678172452,sweatshirt,brown,0,321,600,720
00M52S_1678172452_34_jpg.rf.597bbf0c35e2935326e56930c70e0d75.jpg,1678172452,sweatshirt,brown,0,321,631,720
00M52S_1678172452_38_jpg.rf.e6427ada33e057380031b2d0fcdb3124.jpg,1678172452,sweatshirt,brown,67,291,762,719
00M52S_1678172452_41_jpg.rf.3eb64cae07aa35a7209f4bace1415cfe.jpg,1678172452,sweatshirt,brown,130,290,762,720
00M52S_1678172452_42_jpg.rf.d29446ae8e7c508b429ab1f5439a644d.jpg,1678172452,sweatshirt,brown,141,285,762,720
00M52S_1678172452_44_jpg.rf.155ab4270dad53984a7e24d11fc8100e.jpg,1678172452,sweatshirt,brown,0,274,668,720
00M52S_1678176052_0_jpg.rf.16a4687e99db6356e58da37389ec1652.jpg,1678176052,tshirt,white,0,300,629,720
00M52S_1678176052_13_jpg.rf.007cd2d8833babb203789e3f08bba7b5.jpg,1678176052,tshirt,white,0,299,632,719
00M52S_1678176052_14_jpg.rf.35fd61020489ca8d8976d49fb74b9ed9.jpg,1678176052,tshirt,white,0,302,631,720
00M52S_1678176052_16_jpg.rf.e91cf032099e7ffdbe51bcbe13a87578.jpg,1678176052,tshirt,white,0,303,632,719
00M52S_1678176052_18_jpg.rf.fcfe9c094823376bbb75e6744811c569.jpg,1678176052,tshirt,white,0,301,631,720
00M52S_1678176052_1_jpg.rf.04f3e470fe9ceeca4f6756e06ef92a49.jpg,1678176052,tshirt,white,0,300,633,720
00M52S_1678176052_21_jpg.rf.1f9f3b0bc4c4a4a9402eee54ed4e87a0.jpg,1678176052,tshirt,white,0,303,629,719
00M52S_1678176052_22_jpg.rf.a70e4f491b5ddf4befd6335d5979c208.jpg,1678176052,tshirt,white,0,302,630,720
00M52S_1678176052_26_jpg.rf.75d27936f80b65c36366d817555264f7.jpg,1678176052,tshirt,white,0,304,631,719
00M52S_1678176052_27_jpg.rf.5457bf1879fc4d9013518a6476dca04a.jpg,1678176052,tshirt,white,99,303,714,547
00M52S_1678176052_28_jpg.rf.f77f0fccf842c6524e948a315a254bb0.jpg,1678176052,tshirt,white,101,305,714,543
00M52S_1678176052_2_jpg.rf.9307deabf69ea528e9a49d30310a692d.jpg,1678176052,tshirt,white,0,295,630,719
00M52S_1678176052_31_jpg.rf.3f46c88282144c025398feb109054f6d.jpg,1678176052,tshirt,white,97,307,715,538
00M52S_1678176052_35_jpg.rf.15e32b2333389fea701b10f8babc7c9c.jpg,1678176052,tshirt,white,97,302,718,542
00M52S_1678176052_36_jpg.rf.15ce0d6f8e9e896939ae4a2796b43e66.jpg,1678176052,tshirt,white,98,305,718,544
00M52S_1678176052_38_jpg.rf.13107616594f9760c8db2d7b9d0cd497.jpg,1678176052,tshirt,white,96,300,725,544
00M52S_1678176052_39_jpg.rf.b325c9bbe097df59a86d17156400c966.jpg,1678176052,tshirt,white,97,307,722,540
00M52S_1678176052_3_jpg.rf.798634c1e739f11333672a11c0dfc771.jpg,1678176052,tshirt,white,64,299,744,535
00M52S_1678176052_40_jpg.rf.daf04b2fa05e3a74880240aadb761250.jpg,1678176052,tshirt,white,63,303,724,541
00M52S_1678176052_41_jpg.rf.027fd9158e15f81d7154e8993af9fa7e.jpg,1678176052,tshirt,white,65,302,681,541
00M52S_1678176052_4_jpg.rf.7076527251721c88fa73597404bec61c.jpg,1678176052,tshirt,white,66,301,741,536
00M52S_1678176052_5_jpg.rf.3dab94be315edb074aa001f8ed1ffb88.jpg,1678176052,tshirt,white,64,302,743,536
00M52S_1678176052_6_jpg.rf.9efae89faee8c46f533d41faa6c10eb9.jpg,1678176052,tshirt,white,64,301,739,540
00M52S_1678176052_7_jpg.rf.138956335b054219a8595adadc7f4b7b.jpg,1678176052,tshirt,white,0,308,634,720
00M52S_1678176052_8_jpg.rf.c3968aabbf5bb1135ee207f884ddbbcd.jpg,1678176052,tshirt,white,64,303,738,535
00M52S_1678183252_0_jpg.rf.76a1b05cdddb5c38c8d33cd4c08b2d45.jpg,1678183252,tshirt,white,150,305,743,516
00M52S_1678183252_10_jpg.rf.2eb7fb825e832fdc3421763d6291bd94.jpg,1678183252,tshirt,white,141,290,671,448
00M52S_1678183252_11_jpg.rf.750a53cb91bae9e79bdd87babe9f545b.jpg,1678183252,tshirt,white,139,290,670,446
00M52S_1678183252_13_jpg.rf.fcf2fa25946bf0ff86e7f1f321c1e39f.jpg,1678183252,tshirt,white,177,202,702,452
00M52S_1678183252_15_jpg.rf.7bd78705f7870dccb2d83ea2ec1ac665.jpg,1678183252,tshirt,white,263,245,756,541
00M52S_1678183252_1_jpg.rf.dbe3c6bfc5063a9ddf52a99c158b236b.jpg,1678183252,tshirt,white,152,303,671,517
00M52S_1678183252_23_jpg.rf.2b93427cd9fcaa70402b667de91dcdd7.jpg,1678183252,tshirt,white,291,0,510,310
00M52S_1678183252_25_jpg.rf.0c77c243c7281e2694f3b3a45eb1972d.jpg,1678183252,tshirt,white,27,126,619,294
00M52S_1678183252_26_jpg.rf.e385c2cf88ee2900f7f76de2d916a0ed.jpg,1678183252,tshirt,white,0,125,575,720
00M52S_1678183252_27_jpg.rf.66c160fdd7f551627cc24200ed803ac5.jpg,1678183252,tshirt,white,61,320,669,720
00M52S_1678183252_28_jpg.rf.780e659d196c8192062e0351374d35c8.jpg,1678183252,tshirt,white,61,323,680,719
00M52S_1678183252_2_jpg.rf.967e1039a1bbfbec5ec80efcce2e86bf.jpg,1678183252,tshirt,white,150,300,731,514
00M52S_1678183252_31_jpg.rf.7e44dd0786382e0048c0f133667cf353.jpg,1678183252,tshirt,white,61,315,672,719
00M52S_1678183252_33_jpg.rf.538c706e5fc7b154105db5c1e5b74cee.jpg,1678183252,tshirt,white,63,314,678,719
00M52S_1678183252_34_jpg.rf.baf0b47160171268845d1f31854d1c09.jpg,1678183252,tshirt,white,152,303,732,511
00M52S_1678183252_36_jpg.rf.e70addfc28692429f74b7d58740d0007.jpg,1678183252,tshirt,white,63,315,681,720
00M52S_1678183252_37_jpg.rf.a47155869f2d5d01ecee656e5ca83cd1.jpg,1678183252,tshirt,white,62,315,678,720
00M52S_1678183252_40_jpg.rf.b6ac1a4ebfcc87b89a33c2887620f793.jpg,1678183252,tshirt,white,118,246,672,564
00M52S_1678183252_41_jpg.rf.e55be6d562af8dc6f0ffc7a145ffffd8.jpg,1678183252,tshirt,white,155,304,671,447
00M52S_1678183252_44_jpg.rf.37fffab455a4f0bc3cde007ef86781ce.jpg,1678183252,tshirt,white,150,301,672,457
00M52S_1678183252_45_jpg.rf.73b52434b7b06e9b79559694eaef7688.jpg,1678183252,tshirt,white,153,296,669,454
00M52S_1678183252_46_jpg.rf.5e9c8bdd31b3917d4267b7e2900c34ac.jpg,1678183252,tshirt,white,150,301,672,459
00M52S_1678183252_9_jpg.rf.c06119145988af4e34eeb104e26150a5.jpg,1678183252,tshirt,white,136,281,678,451
00M52S_1678186852_0_jpg.rf.13fc3e7cabf5bed15c1b301cbd44f1d5.jpg,1678186852,tshirt,nude,36,313,699,719
00M52S_1678186852_12_jpg.rf.403ea7477fea728bf0d4299ea3ee8124.jpg,1678186852,tshirt,nude,0,48,746,337
00M52S_1678186852_14_jpg.rf.c3219fe724e9b72b424c576a8e4b4295.jpg,1678186852,tshirt,nude,14,269,634,720
00M52S_1678186852_15_jpg.rf.a8a9d67fce397df0de5a8eb8d1a5754e.jpg,1678186852,tshirt,nude,10,308,636,720
00M52S_1678186852_17_jpg.rf.1b38e0198b31d61e58308b6cbbfbdb58.jpg,1678186852,tshirt,nude,31,318,705,720
00M52S_1678186852_19_jpg.rf.56058baae404ddb126919ceac3ee0653.jpg,1678186852,tshirt,nude,31,318,709,720
00M52S_1678186852_1_jpg.rf.4e143fe925ab1663aaeaf873a30effe0.jpg,1678186852,tshirt,nude,31,313,707,719
00M52S_1678186852_20_jpg.rf.de9e0bee613a8d60a0cfc831cce50a74.jpg,1678186852,tshirt,nude,26,316,707,720
00M52S_1678186852_21_jpg.rf.875ab9d0be56f447c55863ff78085494.jpg,1678186852,tshirt,nude,28,318,707,720
00M52S_1678186852_22_jpg.rf.703df5181306e2db0e1fdf1066ebbf08.jpg,1678186852,tshirt,nude,26,315,711,720
00M52S_1678186852_23_jpg.rf.fc93b4b8de745dfd626ab42f350dfd41.jpg,1678186852,tshirt,nude,29,315,711,720
00M52S_1678186852_24_jpg.rf.382626ff3379ab1f87896a869e4e25cc.jpg,1678186852,tshirt,nude,28,319,708,719
00M52S_1678186852_25_jpg.rf.7f6f4d2956022d6de7a77db566372319.jpg,1678186852,tshirt,nude,28,321,707,720
00M52S_1678186852_26_jpg.rf.c404a92a6107980878cc37fb0d2a4af7.jpg,1678186852,tshirt,nude,113,304,745,554
00M52S_1678186852_27_jpg.rf.2ae71f324adaf05ab128ed96e66e9784.jpg,1678186852,tshirt,nude,116,304,747,555
00M52S_1678186852_28_jpg.rf.b55886f3f0dc18b791a7e2829bda414c.jpg,1678186852,tshirt,nude,113,301,748,581
00M52S_1678186852_30_jpg.rf.c4ef5b1aee942aeb4e788e7d77a19706.jpg,1678186852,tshirt,nude,111,302,747,562
00M52S_1678186852_31_jpg.rf.707c1d8199ec4d94fd7a9969d0a17c7e.jpg,1678186852,tshirt,nude,109,302,749,570
00M52S_1678186852_32_jpg.rf.991f7f1db9a8b5b52996a58acecfc9a4.jpg,1678186852,tshirt,nude,110,303,750,567
00M52S_1678186852_33_jpg.rf.08720c30c16de4355593e7c2440bbe2c.jpg,1678186852,tshirt,nude,112,302,748,580
00M52S_1678186852_34_jpg.rf.0fae919a406b6195132a19873fd05da6.jpg,1678186852,tshirt,nude,107,304,745,565
00M52S_1678186852_35_jpg.rf.e3566c7f37334ed4e76a43eb18ed3379.jpg,1678186852,tshirt,nude,114,302,746,564
00M52S_1678186852_37_jpg.rf.644aafc4301d36bdb7de53d2a6ae8102.jpg,1678186852,tshirt,nude,111,305,752,565
00M52S_1678186852_38_jpg.rf.7f8d64d2a6d7e3621c2b36e4d7c877e3.jpg,1678186852,tshirt,nude,112,302,748,565
00M52S_1678186852_40_jpg.rf.4a4d53b89026ae7b29b78dfe45b4ac70.jpg,1678186852,tshirt,nude,111,306,751,562
00M52S_1678186852_41_jpg.rf.86f1b75e3e56a90e82e801214a18054f.jpg,1678186852,tshirt,nude,110,303,748,562
00M52S_1678186852_42_jpg.rf.c2f9b12a549f89758acca79a65f1cfd6.jpg,1678186852,tshirt,nude,111,301,751,564
00M52S_1678186852_43_jpg.rf.489eb3db45f73b7b662fa6dfd3e95ab2.jpg,1678186852,tshirt,nude,113,303,749,563
00M52S_1678186852_48_jpg.rf.677f664a58705a432acc5bda393b0c9f.jpg,1678186852,tshirt,nude,78,301,750,559
00M52S_1678186852_49_jpg.rf.6a247e5fa586fde97093b02f8ed49483.jpg,1678186852,tshirt,nude,28,312,712,720
00M52S_1678186852_4_jpg.rf.18303aa7a3fbfd6bd7849e88915b2e83.jpg,1678186852,tshirt,nude,1,34,120,305
00M52S_1678186852_52_jpg.rf.5b5c1b79d62ee1cb59e3f0a3e0445608.jpg,1678186852,tshirt,nude,79,302,791,554
00M52S_1678186852_53_jpg.rf.58a8c81801eea25811d5ebac417f1ebc.jpg,1678186852,tshirt,nude,79,301,789,553
00M52S_1678186852_54_jpg.rf.1b259ab7cc4952760783037f0cd9ab23.jpg,1678186852,tshirt,nude,81,298,794,556
00M52S_1678186852_56_jpg.rf.4fcff5812b246ca6263557428196f9f5.jpg,1678186852,tshirt,nude,26,217,742,627
00M52S_1678186852_57_jpg.rf.b6b42356e30a1b0881ed75c23701b400.jpg,1678186852,tshirt,nude,124,187,749,562
00M52S_1678186852_5_jpg.rf.babe789edbddd3884ac03006208aa748.jpg,1678186852,tshirt,nude,106,0,338,309
00M52S_1678186852_61_jpg.rf.861e18129950cca23c4e438533aea915.jpg,1678186852,tshirt,nude,837,144,1142,539
00M52S_1678186852_6_jpg.rf.9ec7eb36c4d49737885c71966a810097.jpg,1678186852,tshirt,nude,200,0,458,309
00M52S_1678186852_8_jpg.rf.b9cb218c18fe05d9b3d556594b8bada3.jpg,1678186852,tshirt,nude,28,315,708,720
00M52S_1678186852_9_jpg.rf.be337f892ab94d2ba101851df0cbee9d.jpg,1678186852,tshirt,nude,199,0,469,306
00M52S_1678190452_11_jpg.rf.05858b4eb0255d3c2e531d0d8f2d73f9.jpg,1678190452,tshirt,nude,62,302,593,720
