id,articleType,baseColour,type_lbl,color_lbl
11527,Tshirts,Olive,tshirt,black
44806,Tshirts,Blue,tshirt,black
5659,Tshirts,Blue,tshirt,black
7481,Tshirts,White,tshirt,white
7196,Tshirts,White,tshirt,white
16929,Sweatshirts,Black,sweatshirt,black
24129,Sweatshirts,Black,sweatshirt,black
4040,Tshirts,Blue,tshirt,black
5819,Tshirts,White,tshirt,white
14110,Sweatshirts,Navy Blue,sweatshirt,black
14007,Tshirts,White,tshirt,white
58385,Tshirts,Grey,tshirt,black
31152,Tshirts,Yellow,tshirt,black
26491,Tshirts,Black,tshirt,black
28539,Tshirts,Black,tshirt,black
19548,Sweatshirts,Purple,sweatshirt,black
19321,Sweatshirts,Grey,sweatshirt,black
31789,Tshirts,Green,tshirt,black
2478,Tshirts,Green,tshirt,black
24290,Sweatshirts,Red,sweatshirt,black
20665,Tshirts,Blue,tshirt,black
24085,Sweatshirts,White,sweatshirt,white
31588,Tshirts,Maroon,tshirt,black
19145,Sweatshirts,Red,sweatshirt,black
20193,Sweatshirts,Grey,sweatshirt,black
15320,Sweatshirts,Navy Blue,sweatshirt,black
11402,Sweatshirts,Black,sweatshirt,black
13091,Sweatshirts,Grey,sweatshirt,black
26726,Tshirts,Black,tshirt,black
18983,Tshirts,Navy Blue,tshirt,black
20203,Sweatshirts,Black,sweatshirt,black
23146,Sweatshirts,Brown,sweatshirt,brown
19813,Sweatshirts,Green,sweatshirt,black
15041,Sweatshirts,Grey,sweatshirt,black
20210,Sweatshirts,Black,sweatshirt,black
44901,Tshirts,Black,tshirt,black
20197,Sweatshirts,Grey,sweatshirt,black
30347,Tshirts,Off White,tshirt,white
13224,Sweatshirts,Blue,sweatshirt,black
15628,Sweatshirts,Black,sweatshirt,black
19662,Sweatshirts,Blue,sweatshirt,black
11357,Sweatshirts,Black,sweatshirt,black
16208,Sweatshirts,Black,sweatshirt,black
11405,Tshirts,White,tshirt,white
18962,Sweatshirts,Pink,sweatshirt,pink
38989,Tshirts,Yellow,tshirt,black
14984,Sweatshirts,Black,sweatshirt,black
20209,Sweatshirts,Purple,sweatshirt,black
2025,Tshirts,Grey,tshirt,black
16903,Sweatshirts,Grey,sweatshirt,black
22591,Sweatshirts,Grey,sweatshirt,black
3889,Tshirts,Red,tshirt,black
13095,Sweatshirts,Green,sweatshirt,black
24041,Tshirts,Black,tshirt,black
15018,Sweatshirts,Grey,sweatshirt,black
11370,Sweatshirts,Green,sweatshirt,black
16443,Sweatshirts,Black,sweatshirt,black
18963,Sweatshirts,Black,sweatshirt,black
14316,Sweatshirts,Navy Blue,sweatshirt,black
19551,Sweatshirts,Blue,sweatshirt,black
15624,Sweatshirts,Grey,sweatshirt,black
23144,Sweatshirts,Brown,sweatshirt,brown
12049,Sweatshirts,Grey,sweatshirt,black
13997,Sweatshirts,Blue,sweatshirt,black
14074,Tshirts,White,tshirt,white
15371,Sweatshirts,Purple,sweatshirt,black
16203,Sweatshirts,Blue,sweatshirt,black
23140,Sweatshirts,Grey,sweatshirt,black
3991,Tshirts,White,tshirt,white
3753,Tshirts,Black,tshirt,black
15016,Sweatshirts,Grey,sweatshirt,black
52091,Tshirts,Green,tshirt,black
43069,Tshirts,Grey,tshirt,black
15586,Sweatshirts,Green,sweatshirt,black
24089,Sweatshirts,Navy Blue,sweatshirt,black
3702,Tshirts,Black,tshirt,black
20213,Sweatshirts,Brown,sweatshirt,brown
5097,Tshirts,White,tshirt,white
17269,Tshirts,White,tshirt,white
13317,Sweatshirts,Grey,sweatshirt,black
34190,Tshirts,Red,tshirt,black
23136,Sweatshirts,Blue,sweatshirt,black
23876,Sweatshirts,Blue,sweatshirt,black
20198,Sweatshirts,Blue,sweatshirt,black
40265,Tshirts,Purple,tshirt,black
15345,Sweatshirts,Blue,sweatshirt,black
7475,Tshirts,Green,tshirt,black
40141,Tshirts,Blue,tshirt,black
13796,Tshirts,Grey,tshirt,black
13103,Sweatshirts,Black,sweatshirt,black
29486,Tshirts,White,tshirt,white
13999,Sweatshirts,Black,sweatshirt,black
4779,Tshirts,White,tshirt,white
16232,Sweatshirts,Grey,sweatshirt,black
18965,Sweatshirts,Pink,sweatshirt,pink
19152,Tshirts,Grey,sweatshirt,black
14622,Sweatshirts,Black,sweatshirt,black
20786,Sweatshirts,White,sweatshirt,white
18960,Sweatshirts,Blue,sweatshirt,black
3517,Tshirts,Yellow,tshirt,black
2243,Tshirts,White,tshirt,white
6562,Tshirts,Green,tshirt,black
2307,Tshirts,Purple,tshirt,black
19000,Tshirts,White,tshirt,white
13502,Tshirts,Blue,tshirt,black
17913,Sweatshirts,Grey,sweatshirt,black
35882,Tshirts,Red,tshirt,black
27655,Tshirts,White,tshirt,white
26882,Tshirts,White,tshirt,white
19819,Sweatshirts,Blue,sweatshirt,black
2042,Tshirts,White,tshirt,white
23137,Sweatshirts,Beige,sweatshirt,nude
2685,Tshirts,Black,tshirt,black
16275,Sweatshirts,Black,sweatshirt,black
16280,Sweatshirts,Black,sweatshirt,black
19550,Sweatshirts,Black,sweatshirt,black
7302,Tshirts,Blue,tshirt,black
4203,Tshirts,Blue,tshirt,black
4377,Tshirts,Grey,tshirt,black
17906,Sweatshirts,Black,sweatshirt,black
4540,Tshirts,White,tshirt,white
11781,Tshirts,Navy Blue,tshirt,black
19156,Tshirts,White,tshirt,white
16626,Tshirts,Charcoal,tshirt,black
40954,Tshirts,Red,tshirt,black
19325,Sweatshirts,Grey,sweatshirt,black
25020,Sweatshirts,Black,sweatshirt,black
12569,Tshirts,White,tshirt,white
18170,Sweatshirts,Green,sweatshirt,black
32461,Tshirts,Navy Blue,tshirt,black
19816,Sweatshirts,Grey,sweatshirt,black
22580,Sweatshirts,Grey,sweatshirt,black
27376,Tshirts,Mustard,tshirt,black
24287,Sweatshirts,Grey,sweatshirt,black
16442,Sweatshirts,Black,sweatshirt,black
48238,Tshirts,White,tshirt,white
28619,Tshirts,White,tshirt,white
23632,Tshirts,Black,tshirt,black
20785,Sweatshirts,White,sweatshirt,white
16910,Sweatshirts,Blue,sweatshirt,black
22364,Sweatshirts,Blue,sweatshirt,black
16664,Sweatshirts,Black,sweatshirt,black
6287,Tshirts,Yellow,tshirt,black
16422,Tshirts,Red,tshirt,black
19547,Sweatshirts,Blue,sweatshirt,black
15040,Sweatshirts,Purple,sweatshirt,black
12584,Tshirts,Green,tshirt,black
17803,Tshirts,Pink,tshirt,pink
24303,Sweatshirts,Charcoal,sweatshirt,black
39063,Tshirts,Blue,tshirt,black
37600,Tshirts,Red,tshirt,black
20378,Sweatshirts,Black,sweatshirt,black
15629,Sweatshirts,Navy Blue,sweatshirt,black
15026,Sweatshirts,Purple,sweatshirt,black
6252,Tshirts,Purple,tshirt,black
33943,Tshirts,Blue,tshirt,black
14989,Sweatshirts,Blue,sweatshirt,black
17909,Sweatshirts,Black,sweatshirt,black
22642,Sweatshirts,Blue,sweatshirt,black
30297,Tshirts,Off White,tshirt,white
22581,Sweatshirts,Purple,sweatshirt,black
19639,Sweatshirts,Olive,sweatshirt,black
16205,Tshirts,White,tshirt,white
18864,Sweatshirts,Black,sweatshirt,black
28629,Tshirts,Black,tshirt,black
17908,Sweatshirts,Blue,sweatshirt,black
12730,Sweatshirts,Blue,sweatshirt,black
13774,Tshirts,Black,tshirt,black
16557,Sweatshirts,Navy Blue,sweatshirt,black
16902,Tshirts,Red,tshirt,black
2921,Tshirts,Multi,tshirt,black
29298,Tshirts,Navy Blue,tshirt,black
12602,Tshirts,Green,tshirt,black
37624,Tshirts,Navy Blue,tshirt,black
50718,Tshirts,Navy Blue,tshirt,black
10450,Tshirts,Blue,tshirt,black
3203,Tshirts,Red,tshirt,black
18926,Tshirts,Grey,sweatshirt,black
12536,Sweatshirts,Black,sweatshirt,black
17917,Sweatshirts,Purple,sweatshirt,black
18578,Sweatshirts,Black,sweatshirt,black
54913,Sweatshirts,Beige,sweatshirt,nude
10862,Tshirts,Yellow,tshirt,black
40975,Tshirts,Green,tshirt,black
37283,Tshirts,Brown,tshirt,brown
19810,Sweatshirts,Purple,sweatshirt,black
20199,Sweatshirts,Navy Blue,sweatshirt,black
19549,Sweatshirts,Grey,sweatshirt,black
10426,Tshirts,Black,sweatshirt,black
16905,Sweatshirts,Green,sweatshirt,black
7790,Tshirts,Olive,tshirt,black
2089,Tshirts,Purple,tshirt,black
14111,Sweatshirts,Navy Blue,sweatshirt,black
24606,Sweatshirts,Blue,sweatshirt,black
16229,Sweatshirts,Black,sweatshirt,black
6283,Tshirts,Red,tshirt,black
19003,Sweatshirts,Red,sweatshirt,black
3614,Tshirts,Blue,tshirt,black
54931,Tshirts,Green,tshirt,black
13225,Sweatshirts,Blue,sweatshirt,black
16282,Sweatshirts,White,sweatshirt,white
17940,Tshirts,Green,tshirt,black
30341,Tshirts,Off White,tshirt,white
15017,Sweatshirts,Green,sweatshirt,black
7926,Tshirts,Navy Blue,tshirt,black
40087,Tshirts,Black,tshirt,black
15600,Sweatshirts,Grey,sweatshirt,black
25925,Tshirts,Purple,tshirt,black
16276,Sweatshirts,Navy Blue,sweatshirt,black
1892,Sweatshirts,Blue,sweatshirt,black
9970,Sweatshirts,Black,sweatshirt,black
25021,Sweatshirts,Grey,sweatshirt,black
54949,Sweatshirts,Grey Melange,sweatshirt,black
20212,Sweatshirts,Blue,sweatshirt,black
11399,Sweatshirts,Grey,sweatshirt,black
2062,Tshirts,Grey,tshirt,black
16281,Sweatshirts,Grey,sweatshirt,black
3762,Tshirts,Purple,tshirt,black
3434,Tshirts,Black,tshirt,black
23145,Sweatshirts,Off White,sweatshirt,white
4036,Tshirts,Black,tshirt,black
14988,Sweatshirts,Grey,sweatshirt,black
31356,Tshirts,Red,tshirt,black
23139,Sweatshirts,Olive,sweatshirt,black
11750,Tshirts,Black,tshirt,black
15189,Tshirts,Green,tshirt,black
23119,Sweatshirts,Grey,sweatshirt,black
18202,Sweatshirts,Grey,sweatshirt,black
7764,Tshirts,Black,tshirt,black
4308,Tshirts,Red,tshirt,black
38604,Tshirts,White,tshirt,white
18632,Tshirts,Red,tshirt,black
11386,Sweatshirts,Green,sweatshirt,black
4769,Tshirts,Green,tshirt,black
19476,Sweatshirts,Black,sweatshirt,black
2210,Tshirts,Black,tshirt,black
3915,Tshirts,Red,tshirt,black
23148,Sweatshirts,Green,sweatshirt,black
2586,Tshirts,Pink,tshirt,pink
18641,Tshirts,Black,tshirt,black
2044,Tshirts,White,tshirt,white
3784,Tshirts,Black,tshirt,black
13447,Tshirts,Pink,tshirt,pink
8288,Tshirts,Red,tshirt,black
41402,Tshirts,Pink,tshirt,pink
44864,Tshirts,Blue,tshirt,black
2185,Tshirts,Yellow,tshirt,black
19817,Sweatshirts,Blue,sweatshirt,black
23540,Sweatshirts,Black,sweatshirt,black
9976,Sweatshirts,Black,sweatshirt,black
7568,Tshirts,Black,tshirt,black
15619,Sweatshirts,Grey,sweatshirt,black
54959,Tshirts,Blue,sweatshirt,black
7801,Tshirts,Navy Blue,tshirt,black
16290,Tshirts,Yellow,tshirt,black
24288,Sweatshirts,Grey,sweatshirt,black
6984,Tshirts,Purple,tshirt,black
2859,Tshirts,Purple,tshirt,black
15585,Sweatshirts,Blue,sweatshirt,black
19475,Sweatshirts,Navy Blue,sweatshirt,black
40978,Tshirts,Red,tshirt,black
14987,Sweatshirts,Black,sweatshirt,black
2587,Tshirts,Blue,tshirt,black
7583,Tshirts,White,tshirt,white
46411,Sweatshirts,Black,sweatshirt,black
7580,Tshirts,Black,tshirt,black
22579,Sweatshirts,Black,sweatshirt,black
6602,Tshirts,Yellow,tshirt,black
16445,Sweatshirts,Grey,sweatshirt,black
34445,Tshirts,Peach,tshirt,black
27429,Tshirts,Pink,tshirt,pink
16278,Sweatshirts,Grey,sweatshirt,black
14531,Tshirts,Green,tshirt,black
22610,Sweatshirts,Black,sweatshirt,black
12806,Sweatshirts,Grey,sweatshirt,black
2286,Sweatshirts,Black,sweatshirt,black
18938,Tshirts,Purple,tshirt,black
17916,Sweatshirts,Grey,sweatshirt,black
34146,Tshirts,White,tshirt,white
14018,Tshirts,Grey,tshirt,black
7011,Tshirts,Blue,tshirt,black
44891,Tshirts,Navy Blue,tshirt,black
23539,Sweatshirts,White,sweatshirt,white
15602,Sweatshirts,Black,sweatshirt,black
19326,Sweatshirts,Blue,sweatshirt,black
15933,Tshirts,Blue,tshirt,black
23138,Sweatshirts,Blue,sweatshirt,black
10410,Tshirts,White,tshirt,white
12766,Tshirts,Navy Blue,tshirt,black
12503,Tshirts,Black,tshirt,black
18937,Tshirts,Purple,tshirt,black
11764,Tshirts,Peach,tshirt,black
37187,Tshirts,White,tshirt,white
20204,Sweatshirts,Grey,sweatshirt,black
2256,Tshirts,Blue,tshirt,black
19814,Sweatshirts,Red,sweatshirt,black
7943,Tshirts,Black,tshirt,black
26278,Tshirts,Green,tshirt,black
20342,Sweatshirts,Purple,sweatshirt,black
15616,Sweatshirts,Olive,sweatshirt,black
33287,Tshirts,Red,tshirt,black
48453,Tshirts,White,tshirt,white
1763,Tshirts,Pink,tshirt,pink
38346,Tshirts,Blue,tshirt,black
41987,Tshirts,Blue,tshirt,black
9859,Tshirts,Pink,tshirt,pink
10061,Tshirts,White,tshirt,white
3818,Tshirts,Green,tshirt,black
16007,Tshirts,Red,tshirt,black
28857,Tshirts,Navy Blue,tshirt,black
37097,Tshirts,Green,tshirt,black
13106,Sweatshirts,Blue,sweatshirt,black
15318,Sweatshirts,White,sweatshirt,white
2090,Tshirts,Black,tshirt,black
10058,Tshirts,Black,tshirt,black
26462,Tshirts,Black,tshirt,black
3532,Tshirts,Black,tshirt,black
19472,Sweatshirts,Blue,sweatshirt,black
3125,Tshirts,Black,tshirt,black
14986,Sweatshirts,Navy Blue,sweatshirt,black
15199,Tshirts,Lavender,tshirt,black
34171,Tshirts,Blue,tshirt,black
19949,Sweatshirts,Purple,sweatshirt,black
9757,Tshirts,Blue,tshirt,black
19327,Sweatshirts,Navy Blue,sweatshirt,black
22365,Sweatshirts,Purple,sweatshirt,black
33262,Tshirts,White,tshirt,white
16231,Sweatshirts,Black,sweatshirt,black
15621,Sweatshirts,White,sweatshirt,white
15029,Sweatshirts,Purple,sweatshirt,black
13800,Sweatshirts,Grey,sweatshirt,black
34261,Tshirts,Red,tshirt,black
4777,Tshirts,Blue,tshirt,black
15598,Sweatshirts,Black,sweatshirt,black
9783,Tshirts,White,tshirt,white
23163,Tshirts,Navy Blue,tshirt,black
5190,Tshirts,Black,tshirt,black
17905,Sweatshirts,Black,sweatshirt,black
4413,Tshirts,Brown,tshirt,brown
4292,Tshirts,Black,tshirt,black
6513,Tshirts,Pink,tshirt,pink
4362,Tshirts,Grey,tshirt,black
13998,Sweatshirts,White,sweatshirt,white
30355,Tshirts,Green,tshirt,black
7454,Tshirts,Navy Blue,tshirt,black
18863,Sweatshirts,Red,sweatshirt,black
5143,Tshirts,White,tshirt,white
9971,Sweatshirts,Blue,sweatshirt,black
14108,Sweatshirts,Brown,sweatshirt,brown
19661,Sweatshirts,Black,sweatshirt,black
2268,Sweatshirts,Grey,sweatshirt,black
23147,Sweatshirts,Black,sweatshirt,black
21153,Sweatshirts,Grey,sweatshirt,black
13089,Sweatshirts,Grey,sweatshirt,black
9931,Tshirts,Blue,tshirt,black
14311,Sweatshirts,Grey,sweatshirt,black
15028,Sweatshirts,Navy Blue,sweatshirt,black
11416,Sweatshirts,Black,sweatshirt,black
21476,Sweatshirts,Grey,sweatshirt,black
12531,Sweatshirts,Pink,sweatshirt,pink
10371,Sweatshirts,Black,sweatshirt,black
44896,Tshirts,Blue,tshirt,black
25035,Tshirts,Blue,tshirt,black
23669,Tshirts,Grey,tshirt,black
22203,Sweatshirts,Cream,sweatshirt,white
1867,Tshirts,Blue,tshirt,black
19682,Sweatshirts,Purple,sweatshirt,black
17907,Sweatshirts,Black,sweatshirt,black
19005,Sweatshirts,Grey,sweatshirt,black
2868,Tshirts,Red,tshirt,black
3767,Tshirts,Blue,tshirt,black
6476,Tshirts,White,tshirt,white
21373,Sweatshirts,Black,sweatshirt,black
28528,Tshirts,Pink,tshirt,pink
11246,Sweatshirts,Grey,sweatshirt,black
8359,Tshirts,Pink,tshirt,pink
1532,Tshirts,Grey,tshirt,black
1895,Sweatshirts,Black,sweatshirt,black
3571,Tshirts,Blue,tshirt,black
22609,Sweatshirts,Pink,sweatshirt,pink
6933,Tshirts,Maroon,tshirt,black
6040,Tshirts,Grey,tshirt,black
19546,Sweatshirts,Black,sweatshirt,black
38961,Tshirts,Grey,tshirt,black
15627,Sweatshirts,Grey,sweatshirt,black
20207,Sweatshirts,Green,sweatshirt,black
19610,Tshirts,Green,tshirt,black
19671,Tshirts,Olive,tshirt,black
14307,Sweatshirts,White,sweatshirt,white
17923,Sweatshirts,Black,sweatshirt,black
2617,Tshirts,Red,tshirt,black
19812,Sweatshirts,Navy Blue,sweatshirt,black
10072,Tshirts,White,tshirt,white
15623,Sweatshirts,Purple,sweatshirt,black
24289,Sweatshirts,Black,sweatshirt,black
52080,Tshirts,Navy Blue,tshirt,black
15370,Sweatshirts,Pink,sweatshirt,pink
23141,Sweatshirts,Navy Blue,sweatshirt,black
24337,Tshirts,Red,tshirt,black
14109,Sweatshirts,Green,sweatshirt,black
19323,Sweatshirts,Navy Blue,sweatshirt,black
10069,Tshirts,Black,tshirt,black
21725,Sweatshirts,Navy Blue,sweatshirt,black
3360,Tshirts,Blue,tshirt,black
20194,Sweatshirts,White,sweatshirt,white
15027,Sweatshirts,Pink,sweatshirt,pink
19815,Sweatshirts,Green,sweatshirt,black
26724,Tshirts,Green,tshirt,black
19818,Sweatshirts,Green,sweatshirt,black
14924,Sweatshirts,Green,sweatshirt,black
6112,Tshirts,Navy Blue,tshirt,black
14291,Tshirts,Blue,tshirt,black
44880,Tshirts,Black,tshirt,black
16202,Sweatshirts,Black,sweatshirt,black
5230,Tshirts,Black,tshirt,black
9867,Tshirts,Black,tshirt,black
11385,Sweatshirts,Black,sweatshirt,black
16556,Sweatshirts,Grey,sweatshirt,black
15046,Sweatshirts,Red,sweatshirt,black
1609,Sweatshirts,Pink,sweatshirt,pink
34333,Tshirts,Purple,tshirt,black
14626,Sweatshirts,Red,sweatshirt,black
7867,Tshirts,Blue,tshirt,black
7591,Tshirts,White,tshirt,white
19552,Sweatshirts,Purple,sweatshirt,black
24984,Tshirts,Navy Blue,tshirt,black
9973,Sweatshirts,White,sweatshirt,white
18203,Sweatshirts,Black,sweatshirt,black
22592,Sweatshirts,Red,sweatshirt,black
22223,Tshirts,Yellow,tshirt,black
16444,Sweatshirts,Olive,sweatshirt,black
44341,Tshirts,Blue,tshirt,black
19680,Sweatshirts,Magenta,sweatshirt,black
58744,Tshirts,Burgundy,tshirt,black
24291,Sweatshirts,Grey Melange,sweatshirt,black
16911,Sweatshirts,White,sweatshirt,white
3704,Tshirts,Navy Blue,tshirt,black
22603,Tshirts,Grey,tshirt,black
19950,Sweatshirts,Olive,sweatshirt,black
1603,Sweatshirts,Navy Blue,sweatshirt,black
19668,Sweatshirts,Blue,sweatshirt,black
29785,Tshirts,Blue,tshirt,black
4845,Tshirts,Red,tshirt,black
15317,Sweatshirts,Navy Blue,sweatshirt,black
29025,Tshirts,Yellow,tshirt,black
32640,Tshirts,White,tshirt,white
58726,Tshirts,Grey,tshirt,black
7788,Tshirts,Black,tshirt,black
12545,Tshirts,White,tshirt,white
18941,Tshirts,Blue,tshirt,black
19473,Sweatshirts,Purple,sweatshirt,black
11523,Tshirts,Green,tshirt,black
3783,Tshirts,White,tshirt,white
19640,Sweatshirts,Purple,sweatshirt,black
13289,Sweatshirts,Black,sweatshirt,black
16233,Sweatshirts,Grey,sweatshirt,black
19171,Sweatshirts,Grey,sweatshirt,black
6556,Tshirts,Blue,tshirt,black
14628,Sweatshirts,Blue,sweatshirt,black
2936,Tshirts,Maroon,tshirt,black
2344,Tshirts,Black,tshirt,black
20206,Sweatshirts,Black,sweatshirt,black
20202,Sweatshirts,Grey,sweatshirt,black
11530,Sweatshirts,Green,sweatshirt,black
5489,Tshirts,Purple,tshirt,black
12534,Sweatshirts,Grey,sweatshirt,black
30340,Tshirts,Off White,tshirt,white
11524,Sweatshirts,Blue,sweatshirt,black
23142,Sweatshirts,Red,sweatshirt,black
20337,Sweatshirts,Red,sweatshirt,black
49942,Tshirts,Olive,tshirt,black
6581,Tshirts,Blue,tshirt,black
20668,Tshirts,Maroon,tshirt,black
37620,Tshirts,Green,tshirt,black
16274,Sweatshirts,Green,sweatshirt,black
32963,Tshirts,Blue,tshirt,black
14088,Tshirts,Black,tshirt,black
20379,Sweatshirts,Grey,sweatshirt,black
18176,Sweatshirts,Green,sweatshirt,black
24583,Tshirts,Red,tshirt,black
34223,Tshirts,Beige,tshirt,nude
15015,Sweatshirts,Black,sweatshirt,black
46383,Sweatshirts,Black,sweatshirt,black
58737,Tshirts,Black,tshirt,black
5513,Tshirts,Orange,tshirt,black
4967,Tshirts,Yellow,tshirt,black
4744,Tshirts,Navy Blue,tshirt,black
46401,Sweatshirts,Grey,sweatshirt,black
20214,Sweatshirts,Blue,sweatshirt,black
9310,Tshirts,Maroon,tshirt,black
2603,Tshirts,Black,tshirt,black
20205,Sweatshirts,Grey,sweatshirt,black
5442,Tshirts,Blue,tshirt,black
20341,Sweatshirts,Grey,sweatshirt,black
16207,Sweatshirts,Grey,sweatshirt,black
28623,Tshirts,Black,tshirt,black
36002,Tshirts,Blue,tshirt,black
14581,Sweatshirts,Brown,sweatshirt,brown
15625,Sweatshirts,Grey,sweatshirt,black
15324,Sweatshirts,White,sweatshirt,white
13436,Tshirts,Green,tshirt,black
53314,Tshirts,Grey Melange,tshirt,black
16296,Tshirts,Red,tshirt,black
30338,Tshirts,Red,tshirt,black
31290,Tshirts,Pink,tshirt,pink
16931,Tshirts,Green,sweatshirt,black
9684,Sweatshirts,Grey,sweatshirt,black
10372,Tshirts,Beige,tshirt,nude
23143,Sweatshirts,Magenta,sweatshirt,black
11997,Tshirts,Green,tshirt,black
3573,Tshirts,Purple,tshirt,black
11408,Sweatshirts,Black,sweatshirt,black
22475,Tshirts,Green,tshirt,black
24307,Sweatshirts,Grey,sweatshirt,black
19641,Sweatshirts,Black,sweatshirt,black
24090,Sweatshirts,Red,sweatshirt,black
19638,Sweatshirts,Blue,sweatshirt,black
9992,Sweatshirts,Navy Blue,sweatshirt,black
5438,Tshirts,Blue,tshirt,black
14113,Sweatshirts,Olive,sweatshirt,black
